FID,Geocodigo,Nome,MoradDPPOTotChuva,MoradDPPOTotFonte,MoradDPPOTotOutra,MoradDPPOTotPipa,MoradDPPOTotPocoProfund,MoradDPPOTotPocoRaso,MoradDPPOTotRedeGeral,MoradDPPOTotRios,MoradDPPOTotTot,PercMoradDPPOTotChuva,PercMoradDPPOTotFonte,PercMoradDPPOTotOutra,PercMoradDPPOTotPipa,PercMoradDPPOTotPocoProfund,PercMoradDPPOTotPocoRaso,PercMoradDPPOTotRedeGeral,PercMoradDPPOTotRios
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c41,1100015,Alta Floresta D'Oeste - RO,4,2219,13,7,5192,8598,5342,65,21440,0.02,10.35,0.06,0.03,24.22,40.1,24.92,0.3
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c40,1100023,Ariquemes - RO,5,763,45,,19347,23763,52225,4,96152,0.01,0.79,0.05,,20.12,24.71,54.32,0
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c3f,1100031,Cabixi - RO,,299,,,1837,1195,2016,4,5351,,5.59,,,34.33,22.33,37.68,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c3e,1100049,Cacoal - RO,,4498,48,5,7487,5855,68574,27,86494,,5.2,0.06,0.01,8.66,6.77,79.28,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c3d,1100056,Cerejeiras - RO,,53,1,,3898,4141,7705,,15798,,0.34,0.01,,24.67,26.21,48.77,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c3c,1100064,Colorado do Oeste - RO,,1194,7,,1853,1642,10943,24,15663,,7.62,0.04,,11.83,10.48,69.87,0.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c3b,1100072,Corumbiara - RO,,655,8,,276,5010,1551,3,7503,,8.73,0.11,,3.68,66.77,20.67,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c3a,1100080,Costa Marques - RO,,38,18,,2422,7603,2409,36,12526,,0.3,0.14,,19.34,60.7,19.23,0.29
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c39,1100098,Espigão D'Oeste - RO,2,2896,19,56,2986,10192,12956,222,29329,0.01,9.87,0.06,0.19,10.18,34.75,44.17,0.76
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c38,1100106,Guajará-Mirim - RO,9,301,218,2,12487,9121,15161,1664,38963,0.02,0.77,0.56,0.01,32.05,23.41,38.91,4.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c37,1100114,Jaru - RO,6,2015,24,,5168,20211,22908,22,50354,0.01,4,0.05,,10.26,40.14,45.49,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c36,1100122,Ji-Paraná - RO,9,1319,174,,18530,29779,73866,75,123752,0.01,1.07,0.14,,14.97,24.06,59.69,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c35,1100130,Machadinho D'Oeste - RO,,3239,37,,8820,6432,11800,100,30428,,10.64,0.12,,28.99,21.14,38.78,0.33
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c34,1100148,Nova Brasilândia D'Oeste - RO,,2182,13,6,2266,5825,5377,5,15674,,13.92,0.08,0.04,14.46,37.16,34.31,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c33,1100155,Ouro Preto do Oeste - RO,7,1233,23,,4385,9652,19521,12,34833,0.02,3.54,0.07,,12.59,27.71,56.04,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c32,1100189,Pimenta Bueno - RO,2,2022,16,8,3118,2979,26459,164,34768,0.01,5.82,0.05,0.02,8.97,8.57,76.1,0.47
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c31,1100205,Porto Velho - RO,82,2061,3722,112,156746,125241,167033,2096,457093,0.02,0.45,0.81,0.02,34.29,27.4,36.54,0.46
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c30,1100254,Presidente Médici - RO,,1357,4,,2658,5670,9563,22,19274,,7.04,0.02,,13.79,29.42,49.62,0.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c2f,1100262,Rio Crespo - RO,,75,4,,802,2268,302,5,3456,,2.17,0.12,,23.21,65.63,8.74,0.14
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c2e,1100288,Rolim de Moura - RO,1,803,20,8,4484,13671,37117,33,56137,0,1.43,0.04,0.01,7.99,24.35,66.12,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c2d,1100296,Santa Luzia D'Oeste - RO,,940,4,,1330,2722,2388,7,7391,,12.72,0.05,,17.99,36.83,32.31,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c2c,1100304,Vilhena - RO,27,1019,45,40,4486,524,88958,230,95329,0.03,1.07,0.05,0.04,4.71,0.55,93.32,0.24
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c2b,1100320,São Miguel do Guaporé - RO,,393,16,,3984,13906,3245,4,21548,,1.82,0.07,,18.49,64.53,15.06,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c2a,1100338,Nova Mamoré - RO,7,525,95,,4128,18123,2341,144,25363,0.03,2.07,0.37,,16.28,71.45,9.23,0.57
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c29,1100346,Alvorada D'Oeste - RO,,571,11,,2206,3474,6832,10,13104,,4.36,0.08,,16.83,26.51,52.14,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c28,1100379,Alto Alegre dos Parecis - RO,1,1646,9,,3720,3849,2201,34,11460,0.01,14.36,0.08,,32.46,33.59,19.21,0.3
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c27,1100403,Alto Paraíso - RO,,146,1,2,7245,7520,1374,1,16289,,0.9,0.01,0.01,44.48,46.17,8.44,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c26,1100452,Buritis - RO,,974,25,,6170,16468,4181,9,27827,,3.5,0.09,,22.17,59.18,15.02,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c25,1100502,Novo Horizonte do Oeste - RO,,636,6,,2045,2946,2025,5,7663,,8.3,0.08,,26.69,38.44,26.43,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c24,1100601,Cacaulândia - RO,3,263,,,653,2653,557,16,4145,0.07,6.34,,,15.75,64,13.44,0.39
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c23,1100700,Campo Novo de Rondônia - RO,,688,10,,1161,5365,1594,,8818,,7.8,0.11,,13.17,60.84,18.08,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c22,1100809,Candeias do Jamari - RO,7,77,319,,3002,6454,12258,165,22282,0.03,0.35,1.43,,13.47,28.97,55.01,0.74
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c21,1100908,Castanheiras - RO,,262,1,,344,1713,892,17,3229,,8.11,0.03,,10.65,53.05,27.62,0.53
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c20,1100924,Chupinguaia - RO,,1316,7,3,1637,602,5622,98,9285,,14.17,0.08,0.03,17.63,6.48,60.55,1.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c1f,1100940,Cujubim - RO,2,844,39,3,3171,9172,1501,93,14825,0.01,5.69,0.26,0.02,21.39,61.87,10.12,0.63
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c1e,1101005,Governador Jorge Teixeira - RO,,818,,,728,6273,162,3,7984,,10.25,,,9.12,78.57,2.03,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c1d,1101104,Itapuã do Oeste - RO,,29,18,,4102,3741,618,35,8543,,0.34,0.21,,48.02,43.79,7.23,0.41
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c1c,1101203,Ministro Andreazza - RO,,1783,,,1074,1822,1779,8,6466,,27.58,,,16.61,28.18,27.51,0.12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c1b,1101302,Mirante da Serra - RO,,393,7,,1974,4655,2206,,9235,,4.26,0.08,,21.38,50.41,23.89,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c1a,1101401,Monte Negro - RO,3,555,5,,1211,5945,3781,16,11516,0.03,4.82,0.04,,10.52,51.62,32.83,0.14
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c19,1101435,Nova União - RO,,1320,3,2,891,2939,1015,10,6180,,21.36,0.05,0.03,14.42,47.56,16.42,0.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c18,1101450,Parecis - RO,3,1199,9,,638,1016,1164,49,4078,0.07,29.4,0.22,,15.64,24.91,28.54,1.2
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c17,1101468,Pimenteiras do Oeste - RO,,16,,,718,324,1050,,2108,,0.76,,,34.06,15.37,49.81,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c16,1101476,Primavera de Rondônia - RO,,319,,,639,371,1744,3,3076,,10.37,,,20.77,12.06,56.7,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c15,1101484,São Felipe D'Oeste - RO,,489,3,,1479,1688,1594,3,5256,,9.3,0.06,,28.14,32.12,30.33,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c14,1101492,São Francisco do Guaporé - RO,,142,36,,1863,13348,833,28,16250,,0.87,0.22,,11.46,82.14,5.13,0.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c13,1101500,Seringueiras - RO,,71,2,,939,7887,2259,,11158,,0.64,0.02,,8.42,70.68,20.25,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c12,1101559,Teixeirópolis - RO,,520,4,,1927,1385,415,5,4256,,12.22,0.09,,45.28,32.54,9.75,0.12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c11,1101609,Theobroma - RO,,690,1,,1156,5356,906,3,8112,,8.51,0.01,,14.25,66.03,11.17,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c10,1101708,Urupá - RO,3,610,,6,2619,4255,3220,9,10722,0.03,5.69,,0.06,24.43,39.68,30.03,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c0f,1101757,Vale do Anari - RO,,724,17,,2198,3925,853,,7717,,9.38,0.22,,28.48,50.86,11.05,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c0e,1101807,Vale do Paraíso - RO,,883,2,,656,4932,,,6473,,13.64,0.03,,10.13,76.19,,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c0d,1200013,Acrelândia - AC,6,419,58,104,1302,7921,3916,252,13978,0.04,3,0.41,0.74,9.31,56.67,28.02,1.8
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c0c,1200054,Assis Brasil - AC,3,2431,26,,405,691,4321,213,8090,0.04,30.05,0.32,,5.01,8.54,53.41,2.63
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c0b,1200104,Brasiléia - AC,7,6937,42,20,1471,1360,15597,497,25931,0.03,26.75,0.16,0.08,5.67,5.24,60.15,1.92
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c0a,1200138,Bujari - AC,40,1096,80,13,949,3142,5192,2405,12917,0.31,8.48,0.62,0.1,7.35,24.32,40.2,18.62
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c09,1200179,Capixaba - AC,4,2186,19,9,1954,1485,3996,717,10370,0.04,21.08,0.18,0.09,18.84,14.32,38.53,6.91
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c08,1200203,Cruzeiro do Sul - AC,138,226,411,283,9634,15401,60335,4719,91147,0.15,0.25,0.45,0.31,10.57,16.9,66.2,5.18
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c07,1200252,Epitaciolândia - AC,16,4116,166,,1870,453,11528,590,18739,0.09,21.96,0.89,,9.98,2.42,61.52,3.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c06,1200302,Feijó - AC,86,4949,361,,2759,15176,5607,6407,35345,0.24,14,1.02,,7.81,42.94,15.86,18.13
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c05,1200328,Jordão - AC,,729,61,,230,481,3555,4145,9201,,7.92,0.66,,2.5,5.23,38.64,45.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c04,1200336,Mâncio Lima - AC,11,741,112,,1637,3856,11310,1557,19224,0.06,3.85,0.58,,8.52,20.06,58.83,8.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c03,1200344,Manoel Urbano - AC,28,2011,31,5,554,1588,6007,1765,11989,0.23,16.77,0.26,0.04,4.62,13.25,50.1,14.72
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c02,1200351,Marechal Thaumaturgo - AC,333,675,79,275,422,4868,5903,4538,17093,1.95,3.95,0.46,1.61,2.47,28.48,34.53,26.55
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c01,1200385,Plácido de Castro - AC,3,461,128,85,2646,5995,6701,521,16540,0.02,2.79,0.77,0.51,16,36.25,40.51,3.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1c00,1200393,Porto Walter - AC,128,84,69,,1194,985,5346,2929,10735,1.19,0.78,0.64,,11.12,9.18,49.8,27.28
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bff,1200401,Rio Branco - AC,302,4046,1741,2596,76737,55825,214595,6027,361869,0.08,1.12,0.48,0.72,21.21,15.43,59.3,1.67
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bfe,1200427,Rodrigues Alves - AC,,89,49,2,1055,4200,8641,883,14919,,0.6,0.33,0.01,7.07,28.15,57.92,5.92
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bfd,1200435,Santa Rosa do Purus - AC,15,2486,61,,141,149,2928,937,6717,0.22,37.01,0.91,,2.1,2.22,43.59,13.95
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bfc,1200450,Senador Guiomard - AC,5,1129,81,11,2720,10443,6141,463,20993,0.02,5.38,0.39,0.05,12.96,49.75,29.25,2.21
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bfb,1200500,Sena Madureira - AC,52,10523,247,92,5845,6153,16518,1444,40874,0.13,25.74,0.6,0.23,14.3,15.05,40.41,3.53
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bfa,1200609,Tarauacá - AC,88,1681,588,1,863,12001,16031,11618,42871,0.21,3.92,1.37,0,2.01,27.99,37.39,27.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf9,1200708,Xapuri - AC,1,5412,62,9,1431,1614,8379,1322,18230,0.01,29.69,0.34,0.05,7.85,8.85,45.96,7.25
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf8,1200807,Porto Acre - AC,10,1193,72,7,6384,5241,2757,1012,16676,0.06,7.15,0.43,0.04,38.28,31.43,16.53,6.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf7,1300029,Alvarães - AM,44,39,494,,4205,44,10167,835,15828,0.28,0.25,3.12,,26.57,0.28,64.23,5.28
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf6,1300060,Amaturá - AM,1205,151,43,,866,18,6875,1654,10812,11.15,1.4,0.4,,8.01,0.17,63.59,15.3
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf5,1300086,Anamã - AM,247,115,72,,2272,280,4363,2595,9944,2.48,1.16,0.72,,22.85,2.82,43.88,26.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf4,1300102,Anori - AM,187,14,32,23,432,85,10776,5574,17123,1.09,0.08,0.19,0.13,2.52,0.5,62.93,32.55
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf3,1300144,Apuí - AM,65,3373,60,2,3430,6856,5573,1169,20528,0.32,16.43,0.29,0.01,16.71,33.4,27.15,5.69
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf2,1300201,Atalaia do Norte - AM,1560,59,304,,51,418,6746,6057,15195,10.27,0.39,2,,0.34,2.75,44.4,39.86
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf1,1300300,Autazes - AM,98,346,380,3,8312,12416,10430,9563,41548,0.24,0.83,0.91,0.01,20.01,29.88,25.1,23.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bf0,1300409,Barcelos - AM,280,31,50,,2606,101,9247,6382,18697,1.5,0.17,0.27,,13.94,0.54,49.46,34.13
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bef,1300508,Barreirinha - AM,25,44,167,,6670,163,19059,4744,30872,0.08,0.14,0.54,,21.61,0.53,61.74,15.37
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bee,1300607,Benjamin Constant - AM,13629,22,157,10,63,367,21353,1937,37538,36.31,0.06,0.42,0.03,0.17,0.98,56.88,5.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bed,1300631,Beruri - AM,1223,176,171,9,2912,520,10885,4775,20671,5.92,0.85,0.83,0.04,14.09,2.52,52.66,23.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bec,1300680,Boa Vista do Ramos - AM,62,127,27,,3994,71,12973,6514,23768,0.26,0.53,0.11,,16.8,0.3,54.58,27.41
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1beb,1300706,Boca do Acre - AM,124,2424,454,474,6371,3246,16673,5591,35357,0.35,6.86,1.28,1.34,18.02,9.18,47.16,15.81
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bea,1300805,Borba - AM,59,90,297,,5195,825,19557,6998,33021,0.18,0.27,0.9,,15.73,2.5,59.23,21.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be9,1300839,Caapiranga - AM,121,58,99,,7782,72,4236,1010,13378,0.9,0.43,0.74,,58.17,0.54,31.66,7.55
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be8,1300904,Canutama - AM,,92,266,,3126,2308,9365,1705,16862,,0.55,1.58,,18.54,13.69,55.54,10.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be7,1301001,Carauari - AM,362,37,167,,4852,32,20741,2477,28668,1.26,0.13,0.58,,16.92,0.11,72.35,8.64
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be6,1301100,Careiro - AM,142,160,404,,7745,3303,13564,5422,30740,0.46,0.52,1.31,,25.2,10.74,44.12,17.64
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be5,1301159,Careiro da Várzea - AM,301,84,57,7,4870,1173,3921,9189,19602,1.54,0.43,0.29,0.04,24.84,5.98,20,46.88
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be4,1301209,Coari - AM,381,222,212,6,43167,791,12755,12972,70506,0.54,0.31,0.3,0.01,61.22,1.12,18.09,18.4
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be3,1301308,Codajás - AM,573,25,696,,4742,356,13476,3605,23473,2.44,0.11,2.97,,20.2,1.52,57.41,15.36
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be2,1301407,Eirunepé - AM,52,256,160,,7665,4806,13658,6464,33061,0.16,0.77,0.48,,23.18,14.54,41.31,19.55
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be1,1301506,Envira - AM,40,108,47,6,1865,9075,2645,3357,17143,0.23,0.63,0.27,0.04,10.88,52.94,15.43,19.58
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1be0,1301605,Fonte Boa - AM,4207,14,149,4,1094,73,17970,2221,25732,16.35,0.05,0.58,0.02,4.25,0.28,69.84,8.63
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bdf,1301654,Guajará - AM,44,314,93,,1660,3912,5269,2498,13790,0.32,2.28,0.67,,12.04,28.37,38.21,18.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bde,1301704,Humaitá - AM,232,428,376,77,7880,1521,40539,6306,57359,0.4,0.75,0.66,0.13,13.74,2.65,70.68,10.99
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bdd,1301803,Ipixuna - AM,171,265,170,5,1394,272,14876,6885,24038,0.71,1.1,0.71,0.02,5.8,1.13,61.89,28.64
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bdc,1301852,Iranduba - AM,84,467,1779,41,21216,1054,32191,4072,60904,0.14,0.77,2.92,0.07,34.84,1.73,52.86,6.69
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bdb,1301902,Itacoatiara - AM,183,1502,836,19,14636,3205,71976,10852,103209,0.18,1.46,0.81,0.02,14.18,3.11,69.74,10.51
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bda,1301951,Itamarati - AM,51,,69,,4552,232,3474,2532,10910,0.47,,0.63,,41.72,2.13,31.84,23.21
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd9,1302009,Itapiranga - AM,25,35,83,9,2395,50,6690,820,10107,0.25,0.35,0.82,0.09,23.7,0.49,66.19,8.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd8,1302108,Japurá - AM,1099,,66,13,744,3,5137,1705,8767,12.54,,0.75,0.15,8.49,0.03,58.59,19.45
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd7,1302207,Juruá - AM,772,59,157,,2042,23,6389,1287,10729,7.2,0.55,1.46,,19.03,0.21,59.55,12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd6,1302306,Jutaí - AM,2022,,761,,2556,17,17790,1835,24981,8.09,,3.05,,10.23,0.07,71.21,7.35
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd5,1302405,Lábrea - AM,253,929,479,121,28473,2077,6498,6509,45339,0.56,2.05,1.06,0.27,62.8,4.58,14.33,14.36
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd4,1302504,Manacapuru - AM,1105,811,1095,3,29711,1140,54285,13487,101637,1.09,0.8,1.08,0,29.23,1.12,53.41,13.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd3,1302553,Manaquiri - AM,319,89,146,12,3489,596,6668,5770,17089,1.87,0.52,0.85,0.07,20.42,3.49,39.02,33.76
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd2,1302603,Manaus - AM,590,2030,17259,769,434063,13270,1585965,4558,2058504,0.03,0.1,0.84,0.04,21.09,0.64,77.04,0.22
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd1,1302702,Manicoré - AM,539,935,246,,5644,10036,23810,12556,53766,1,1.74,0.46,,10.5,18.67,44.28,23.35
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bd0,1302801,Maraã - AM,1212,46,98,,1572,61,7710,4689,15388,7.88,0.3,0.64,,10.22,0.4,50.1,30.47
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bcf,1302900,Maués - AM,35,491,247,3,12794,390,31806,15200,60966,0.06,0.81,0.41,0,20.99,0.64,52.17,24.93
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1bce,1303007,Nhamundá - AM,26,270,166,,3977,116,12534,2947,20036,0.13,1.35,0.83,,19.85,0.58,62.56,14.71
