FID,Geocodigo,Nome,MoradDPPOTotChuva,MoradDPPOTotFonte,MoradDPPOTotOutra,MoradDPPOTotPipa,MoradDPPOTotPocoProfund,MoradDPPOTotPocoRaso,MoradDPPOTotRedeGeral,MoradDPPOTotRios,MoradDPPOTotTot,PercMoradDPPOTotChuva,PercMoradDPPOTotFonte,PercMoradDPPOTotOutra,PercMoradDPPOTotPipa,PercMoradDPPOTotPocoProfund,PercMoradDPPOTotPocoRaso,PercMoradDPPOTotRedeGeral,PercMoradDPPOTotRios
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aff,4206751,Ibiam - SC,,170,,,1044,51,738,,2003,,8.49,,,52.12,2.55,36.84,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-afe,4206801,Ibicaré - SC,,555,,,532,57,2123,,3267,,16.99,,,16.28,1.74,64.98,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-afd,4206900,Ibirama - SC,8,1210,2,,501,1366,16731,28,19846,0.04,6.1,0.01,,2.52,6.88,84.3,0.14
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-afc,4207007,Içara - SC,7,353,18,19,3220,5096,50218,7,58938,0.01,0.6,0.03,0.03,5.46,8.65,85.2,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-afb,4207106,Ilhota - SC,6,1104,3,,6368,443,9075,34,17033,0.04,6.48,0.02,,37.39,2.6,53.28,0.2
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-afa,4207205,Imaruí - SC,8,4470,18,,1232,341,5671,138,11878,0.07,37.63,0.15,,10.37,2.87,47.74,1.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af9,4207304,Imbituba - SC,6,581,121,6,9699,1069,40729,1,52212,0.01,1.11,0.23,0.01,18.58,2.05,78.01,0
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af8,4207403,Imbuia - SC,1,1185,,,894,1944,1938,3,5965,0.02,19.87,,,14.99,32.59,32.49,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af7,4207502,Indaial - SC,7,1447,7,,3134,1438,65326,48,71407,0.01,2.03,0.01,,4.39,2.01,91.48,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af6,4207577,Iomerê - SC,,466,,,1155,45,1211,,2877,,16.2,,,40.15,1.56,42.09,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af5,4207601,Ipira - SC,,671,,,621,137,3146,,4575,,14.67,,,13.57,2.99,68.77,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af4,4207650,Iporã do Oeste - SC,27,642,104,3,552,2181,5744,10,9263,0.29,6.93,1.12,0.03,5.96,23.55,62.01,0.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af3,4207684,Ipuaçu - SC,,695,855,224,1229,1274,3451,,7728,,8.99,11.06,2.9,15.9,16.49,44.66,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af2,4207700,Ipumirim - SC,,1342,3,1,1376,214,4843,37,7816,,17.17,0.04,0.01,17.6,2.74,61.96,0.47
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af1,4207759,Iraceminha - SC,2,377,,,282,593,2728,2,3984,0.05,9.46,,,7.08,14.88,68.47,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-af0,4207809,Irani - SC,4,1237,12,,1040,95,7772,27,10187,0.04,12.14,0.12,,10.21,0.93,76.29,0.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aef,4207858,Irati - SC,,126,,,60,248,1635,,2069,,6.09,,,2.9,11.99,79.02,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aee,4210803,Meleiro - SC,,250,6,3,1345,1954,3390,,6948,,3.6,0.09,0.04,19.36,28.12,48.79,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aed,4207908,Irineópolis - SC,4,1657,7,,1922,2345,4292,19,10246,0.04,16.17,0.07,,18.76,22.89,41.89,0.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aec,4208005,Itá - SC,3,675,2,2,905,126,5334,4,7051,0.04,9.57,0.03,0.03,12.84,1.79,75.65,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aeb,4208104,Itaiópolis - SC,2,2893,21,5,1872,4921,12296,1,22011,0.01,13.14,0.1,0.02,8.5,22.36,55.86,0
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aea,4208203,Itajaí - SC,7,3314,141,,6492,604,251599,469,262626,0,1.26,0.05,,2.47,0.23,95.8,0.18
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae9,4208302,Itapema - SC,13,4263,347,,1121,1126,68351,469,75690,0.02,5.63,0.46,,1.48,1.49,90.3,0.62
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae8,4208401,Itapiranga - SC,20,1428,10,,492,415,14256,,16621,0.12,8.59,0.06,,2.96,2.5,85.77,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae7,4208450,Itapoá - SC,9,378,168,,1276,113,28720,,30664,0.03,1.23,0.55,,4.16,0.37,93.66,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae6,4208500,Ituporanga - SC,8,5738,3,7,1023,2535,17045,6,26365,0.03,21.76,0.01,0.03,3.88,9.62,64.65,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae5,4208609,Jaborá - SC,3,661,,,1327,123,2188,,4302,0.07,15.36,,,30.85,2.86,50.86,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae4,4208708,Jacinto Machado - SC,,2761,,,630,644,6569,16,10620,,26,,,5.93,6.06,61.85,0.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae3,4208807,Jaguaruna - SC,,301,9,,5721,331,14007,2,20371,,1.48,0.04,,28.08,1.62,68.76,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae2,4208906,Jaraguá do Sul - SC,26,5342,25,5,12230,2677,161374,297,181976,0.01,2.94,0.01,0,6.72,1.47,88.68,0.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae1,4208955,Jardinópolis - SC,,224,2,,194,145,1211,,1776,,12.61,0.11,,10.92,8.16,68.19,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ae0,4209003,Joaçaba - SC,,967,22,,1259,163,27586,1,29998,,3.22,0.07,,4.2,0.54,91.96,0
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-adf,4209102,Joinville - SC,70,8747,989,11,11499,986,589836,218,612356,0.01,1.43,0.16,0,1.88,0.16,96.32,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ade,4209151,José Boiteux - SC,,1562,2,,101,390,3923,6,5984,,26.1,0.03,,1.69,6.52,65.56,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-add,4209177,Jupiá - SC,,376,,11,609,131,1424,,2551,,14.74,,0.43,23.87,5.14,55.82,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-adc,4209201,Lacerdópolis - SC,,153,,,882,9,1201,,2245,,6.82,,,39.29,0.4,53.5,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-adb,4209300,Lages - SC,12,2331,251,7,2010,437,159126,36,164210,0.01,1.42,0.15,0,1.22,0.27,96.9,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ada,4209409,Laguna - SC,2,1010,42,,3986,165,37328,49,42582,0,2.37,0.1,,9.36,0.39,87.66,0.12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad9,4209458,Lajeado Grande - SC,,468,,1,224,39,967,,1699,,27.55,,0.06,13.18,2.3,56.92,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad8,4209508,Laurentino - SC,,1439,2,,531,361,5573,,7906,,18.2,0.03,,6.72,4.57,70.49,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad7,4209607,Lauro Müller - SC,,2834,18,,492,101,10907,29,14381,,19.71,0.13,,3.42,0.7,75.84,0.2
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad6,4209706,Lebon Régis - SC,,1830,15,,612,772,8205,15,11449,,15.98,0.13,,5.35,6.74,71.67,0.13
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad5,4209805,Leoberto Leal - SC,,2036,,,309,75,788,107,3315,,61.42,,,9.32,2.26,23.77,3.23
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad4,4209854,Lindóia do Sul - SC,,1213,,,768,81,2444,19,4525,,26.81,,,16.97,1.79,54.01,0.42
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad3,4209904,Lontras - SC,,885,,1,572,2164,8997,232,12851,,6.89,,0.01,4.45,16.84,70.01,1.81
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad2,4210001,Luiz Alves - SC,,1504,6,,5878,527,3660,105,11680,,12.88,0.05,,50.33,4.51,31.34,0.9
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad1,4210035,Luzerna - SC,1,416,6,,524,230,4616,,5793,0.02,7.18,0.1,,9.05,3.97,79.68,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ad0,4210050,Macieira - SC,,302,,,692,163,605,16,1778,,16.99,,,38.92,9.17,34.03,0.9
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-acf,4210100,Mafra - SC,7,2017,42,,3605,4387,44930,,54988,0.01,3.67,0.08,,6.56,7.98,81.71,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ace,4210209,Major Gercino - SC,,1685,,,284,34,1067,144,3214,,52.43,,,8.84,1.06,33.2,4.48
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-acd,4210308,Major Vieira - SC,1,225,,,865,3449,2852,7,7399,0.01,3.04,,,11.69,46.61,38.55,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-acc,4210407,Maracajá - SC,,18,,,1314,1988,4429,,7749,,0.23,,,16.96,25.65,57.16,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-acb,4210506,Maravilha - SC,,548,8,1,1102,954,25437,5,28055,,1.95,0.03,0,3.93,3.4,90.67,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aca,4210555,Marema - SC,,325,1,6,930,22,900,,2184,,14.88,0.05,0.27,42.58,1.01,41.21,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac9,4210605,Massaranduba - SC,2,1060,5,,9087,655,6329,9,17147,0.01,6.18,0.03,,52.99,3.82,36.91,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac8,4210704,Matos Costa - SC,,512,31,,269,487,1458,2,2759,,18.56,1.12,,9.75,17.65,52.85,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac7,4210902,Modelo - SC,,672,2,,290,7,3109,,4080,,16.47,0.05,,7.11,0.17,76.2,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac6,4211009,Mondaí - SC,46,695,,,361,794,8150,7,10053,0.46,6.91,,,3.59,7.9,81.07,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac5,4211058,Monte Carlo - SC,,265,7,,100,367,8368,,9107,,2.91,0.08,,1.1,4.03,91.89,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac4,4211108,Monte Castelo - SC,2,294,5,,460,2547,4410,4,7722,0.03,3.81,0.06,,5.96,32.98,57.11,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac3,4211207,Morro da Fumaça - SC,,135,,9,1595,201,16593,2,18535,,0.73,,0.05,8.61,1.08,89.52,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac2,4211256,Morro Grande - SC,,836,4,,106,285,1778,1,3010,,27.77,0.13,,3.52,9.47,59.07,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac1,4211306,Navegantes - SC,,1111,602,13,3420,580,80469,7,86202,,1.29,0.7,0.02,3.97,0.67,93.35,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ac0,4211405,Nova Erechim - SC,,708,,,272,103,4072,,5155,,13.73,,,5.28,2,78.99,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-abf,4211454,Nova Itaberaba - SC,3,554,1,2,1685,172,2119,,4536,0.07,12.21,0.02,0.04,37.15,3.79,46.72,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-abe,4211504,Nova Trento - SC,,2952,1,,991,168,9572,,13684,,21.57,0.01,,7.24,1.23,69.95,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-abd,4211603,Nova Veneza - SC,,696,28,,1294,145,11406,35,13604,,5.12,0.21,,9.51,1.07,83.84,0.26
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-abc,4211652,Novo Horizonte - SC,,856,2,,296,347,1140,,2641,,32.41,0.08,,11.21,13.14,43.17,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-abb,4211702,Orleans - SC,,3470,9,,1422,450,18297,3,23651,,14.67,0.04,,6.01,1.9,77.36,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aba,4211751,Otacílio Costa - SC,,546,35,,528,321,15853,,17283,,3.16,0.2,,3.06,1.86,91.73,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab9,4211801,Ouro - SC,3,478,,,1500,45,4997,,7023,0.04,6.81,,,21.36,0.64,71.15,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab8,4211850,Ouro Verde - SC,,778,,,343,53,1006,,2180,,35.69,,,15.73,2.43,46.15,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab7,4211876,Paial - SC,,371,4,10,352,72,1114,4,1927,,19.25,0.21,0.52,18.27,3.74,57.81,0.21
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab6,4211892,Painel - SC,,1098,,,86,22,1000,9,2215,,49.57,,,3.88,0.99,45.15,0.41
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab5,4211900,Palhoça - SC,22,6810,446,3,4868,3274,205595,551,221569,0.01,3.07,0.2,0,2.2,1.48,92.79,0.25
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab4,4212007,Palma Sola - SC,,541,3,3,212,847,5977,13,7596,,7.12,0.04,0.04,2.79,11.15,78.69,0.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab3,4212056,Palmeira - SC,,412,2,,383,472,1290,,2559,,16.1,0.08,,14.97,18.44,50.41,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab2,4212106,Palmitos - SC,21,1164,,,1130,1374,11879,,15568,0.13,7.48,,,7.26,8.83,76.3,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab1,4212205,Papanduva - SC,1,895,18,23,1447,5374,11364,21,19143,0.01,4.68,0.09,0.12,7.56,28.07,59.36,0.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-ab0,4212239,Paraíso - SC,1,548,5,15,1004,908,1757,2,4240,0.02,12.92,0.12,0.35,23.68,21.42,41.44,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aaf,4212254,Passo de Torres - SC,,6,2,,3785,1552,7535,,12880,,0.05,0.02,,29.39,12.05,58.5,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aae,4212270,Passos Maia - SC,,1691,,,257,209,1861,2,4020,,42.06,,,6.39,5.2,46.29,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aad,4212304,Paulo Lopes - SC,21,2771,8,,326,77,5077,770,9050,0.23,30.62,0.09,,3.6,0.85,56.1,8.51
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aac,4212403,Pedras Grandes - SC,,1782,,,514,45,1901,,4242,,42.01,,,12.12,1.06,44.81,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aab,4212502,Penha - SC,10,383,40,,1967,2019,29167,33,33619,0.03,1.14,0.12,,5.85,6.01,86.76,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aaa,4212601,Peritiba - SC,,412,,,318,146,2116,,2992,,13.77,,,10.63,4.88,70.72,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa9,4212650,Pescaria Brava - SC,,2479,3,4,1654,611,5393,26,10170,,24.38,0.03,0.04,16.26,6.01,53.03,0.26
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa8,4212700,Petrolândia - SC,7,1841,,,1061,1218,2588,,6715,0.1,27.42,,,15.8,18.14,38.54,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa7,4212809,Balneário Piçarras - SC,8,96,127,2,3828,571,22397,,27029,0.03,0.36,0.47,0.01,14.16,2.11,82.86,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa6,4212908,Pinhalzinho - SC,8,995,10,,1827,909,18167,1,21917,0.04,4.54,0.05,,8.34,4.15,82.89,0
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa5,4213005,Pinheiro Preto - SC,,224,,,908,19,2322,,3473,,6.45,,,26.14,0.55,66.86,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa4,4213104,Piratuba - SC,1,235,,2,117,957,4419,5,5736,0.02,4.1,,0.03,2.04,16.68,77.04,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa3,4213153,Planalto Alegre - SC,8,811,6,5,145,371,1596,,2942,0.27,27.57,0.2,0.17,4.93,12.61,54.25,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa2,4213203,Pomerode - SC,,1843,13,,3834,1315,27231,11,34247,,5.38,0.04,,11.2,3.84,79.51,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa1,4213302,Ponte Alta - SC,,486,1,,445,64,3441,,4437,,10.95,0.02,,10.03,1.44,77.55,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-aa0,4213351,Ponte Alta do Norte - SC,,93,4,,153,108,2846,1,3205,,2.9,0.12,,4.77,3.37,88.8,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a9f,4213401,Ponte Serrada - SC,18,560,6,3,729,574,8714,13,10617,0.17,5.27,0.06,0.03,6.87,5.41,82.08,0.12
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a9e,4213500,Porto Belo - SC,9,1882,46,,603,45,24255,691,27531,0.03,6.84,0.17,,2.19,0.16,88.1,2.51
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a9d,4213609,Porto União - SC,6,2890,29,,1110,1005,27700,30,32770,0.02,8.82,0.09,,3.39,3.07,84.53,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a9c,4213708,Pouso Redondo - SC,,2406,20,,2031,3481,9180,,17118,,14.06,0.12,,11.86,20.34,53.63,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a9b,4213807,Praia Grande - SC,,1121,6,,510,821,5781,8,8247,,13.59,0.07,,6.18,9.96,70.1,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a9a,4213906,Presidente Castello Branco - SC,,549,,,128,12,1000,,1689,,32.5,,,7.58,0.71,59.21,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a99,4214003,Presidente Getúlio - SC,8,1431,15,,937,937,16658,7,19993,0.04,7.16,0.08,,4.69,4.69,83.32,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a98,4214102,Presidente Nereu - SC,,1221,,,56,172,832,6,2287,,53.39,,,2.45,7.52,36.38,0.26
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a97,4214151,Princesa - SC,3,532,2,5,250,42,2124,,2958,0.1,17.99,0.07,0.17,8.45,1.42,71.81,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a96,4214201,Quilombo - SC,2,2222,4,7,1167,467,7118,,10987,0.02,20.22,0.04,0.06,10.62,4.25,64.79,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a95,4214300,Rancho Queimado - SC,3,1792,,,223,74,1184,2,3278,0.09,54.67,,,6.8,2.26,36.12,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a94,4214409,Rio das Antas - SC,1,803,5,,1355,775,3314,,6253,0.02,12.84,0.08,,21.67,12.39,53,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a93,4214508,Rio do Campo - SC,,731,4,,404,1593,3693,13,6438,,11.35,0.06,,6.28,24.74,57.36,0.2
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a92,4214607,Rio do Oeste - SC,,2022,3,,483,709,4409,,7626,,26.51,0.04,,6.33,9.3,57.82,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a91,4214706,Rio dos Cedros - SC,,2232,,,1870,621,6097,24,10844,,20.58,,,17.24,5.73,56.22,0.22
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a90,4214805,Rio do Sul - SC,35,3679,10,4,1120,1122,66206,13,72189,0.05,5.1,0.01,0.01,1.55,1.55,91.71,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a8f,4214904,Rio Fortuna - SC,,1451,,2,1321,90,1836,,4700,,30.87,,0.04,28.11,1.91,39.06,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a8e,4215000,Rio Negrinho - SC,3,1439,8,,835,301,36576,38,39200,0.01,3.67,0.02,,2.13,0.77,93.31,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a8d,4215059,Rio Rufino - SC,,1471,,,76,13,836,,2396,,61.39,,,3.17,0.54,34.89,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a8c,4215075,Riqueza - SC,,338,6,,418,546,3458,,4766,,7.09,0.13,,8.77,11.46,72.56,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a8b,4215109,Rodeio - SC,4,2040,,6,2887,396,7353,3,12689,0.03,16.08,,0.05,22.75,3.12,57.95,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a8a,4215208,Romelândia - SC,6,530,1,20,454,994,2796,2,4803,0.12,11.03,0.02,0.42,9.45,20.7,58.21,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a89,4215307,Salete - SC,,1993,,,338,476,4669,5,7481,,26.64,,,4.52,6.36,62.41,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a88,4215356,Saltinho - SC,4,618,,37,522,638,1809,,3628,0.11,17.03,,1.02,14.39,17.59,49.86,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a87,4215406,Salto Veloso - SC,,146,1,,601,31,3609,2,4390,,3.33,0.02,,13.69,0.71,82.21,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a86,4215455,Sangão - SC,,604,9,,4443,1020,6778,,12854,,4.7,0.07,,34.57,7.94,52.73,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-a85,4215505,Santa Cecília - SC,3,265,12,,1224,741,13284,6,15535,0.02,1.71,0.08,,7.88,4.77,85.51,0.04
